🇭🇰港澳台(主线),#genre#
茶频道,http://182.245.198.37:30080/wh7f454c46tw493166584_102347983/01000200/01000000000000000000000001827141/01.m3u8?fmt=ts2hls,221,01.m3u8,0,4499,0,0&accountinfo=%2C%2C112.117.225.9%2C20250219155754%2C90000001000000050000000000000300%2C%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C-1%2C%2C-1%2C%2C%2C%2C1%2C%2C01000000000000000000000001827141%2CEND&GuardEncType=2&tenantId=8601&AuthInfo=xQdf230TDSBUIz0a%2FQrUj%2Bx2rloWnwgvr%2Bn7%2FA0KRerOno7NgFcqrTkFK3cJcvfULRdQZorpNFjjnMnJFzbFxg%3D%3D&Playtype=1&servicetype=1&HlsSubType=1&HlsProfileId=1&CommPrivateInfo=3
先锋乒羽,http://116.52.233.90:30080/01000200/01000000000000000000000001827001/index.m3u8?rrsip=116.52.233.90:30080&zoneoffset=0&servicetype=1&icpid=&tenantId=8601&AuthInfo=xQdf230TDSBUIz0a%2FQrUj%2Bx2rloWnwgvr%2Bn7%2FA0KRepuXypyyOk9R2S9QxJOHoty%2FRZNrsvefCx3kMpb1uzvxQ%3D%3D&accountinfo=%2C%2C112.117.225.9%2C20250219155841%2C00000001000000050000000000000566%2C%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C-1%2C%2C-1%2C%2C%2C%2C1%2C%2C01000000000000000000000001827001%2CEND&GuardEncType=2&Playtype=1
快乐垂钓,http://phoneal.qing.mgtv.com/nn_live/nn_x64/dWlwPTExMi4xMjYuODIuODcmcWlkPSZjZG5leF9pZD1hbF9waG9uZTMmcz1mNGI0NjI5ODI3NjVkY2IyYjI2MTYzYjE3ZmRlZDM1NCZ1aWQ9JnV1aWQ9YTMwMGI1NTQwYzg2NmVjODUzNjE5NjcwM2E2MmNiYWItNzA3ZTUyNTcmdj0yJmFzPTAmZXM9MTczOTk4MDY0OA,,/KLCDMPP360.m3u8
金鹰纪实,http://phonetx.qing.mgtv.com/nn_live/nn_x64/dWlwPTExMi4xMjYuODIuODcmcWlkPSZjZG5leF9pZD10eF9waG9uZV9saXZlJnM9ZjNkNGM3ZWZiMzJjNzc2ZGY4NGJiOGUxMzc0ZDcyZjAmdWlkPSZ1dWlkPWJiZGNjZjBmZjIzNzFkNzJkNWYxMjMyNzNiZDZlNjJkLTcwN2U1MjU3JnY9MiZhcz0wJmVzPTE3Mzk5ODA4NTQ,/JYJSMPP360.m3u8
湖南电影,http://phonehw.qing.mgtv.com/nn_live/nn_x64/dWlwPTExMi4xMjYuODIuODcmcWlkPSZjZG5leF9pZD1od19waG9uZSZzPWEyNjE1OGI4MTlkMmRmOTRkYTE0YTM1ZTg5YTQ3NjJiJnVpZD0mdXVpZD0zZDVlZjM4MGFkZDU5MmUzZmU4MjA2MTY5NTYzYTEzZS03MDdlNTI1NyZ2PTImYXM9MCZlcz0xNzM5OTgwODkx/HNDYMPP360.m3u8
长沙新闻频道,http://phonetx.qing.mgtv.com/nn_live/nn_x64/dWlwPTExMi4xMjYuODIuODcmcWlkPSZjZG5leF9pZD10eF9waG9uZV9saXZlJnM9Y2VlZjdlMmYxNDcwYjc5NjI5MWRiNjlhMmEwNmNiMTQmdWlkPSZ1dWlkPTE0ZDk5ODU3OGExNGFmZDAxOTM3ZTkwMjg4NTA1YzIyLTcwN2U1MjU3JnY9MiZhcz0wJmVzPTE3Mzk5ODA4MzQ,/CSXWMPP360.m3u8
长沙政法综合,http://phoneal.qing.mgtv.com/nn_live/nn_x64/dWlwPTExMi4xMjYuODIuODcmcWlkPSZjZG5leF9pZD1hbF9waG9uZTMmcz0zMTBhNDNjNTdhMDRjMDBhNmUyZTQ0MGY0ZmUxNWZlNCZ1aWQ9JnV1aWQ9ZmIyYjQwMTk5MTEzZTNhMGZmMmJmOTRkMTJkNDEzMzUtNzA3ZTUyNTcmdj0yJmFzPTAmZXM9MTczOTk4MDgzNw,,/CSZFMPP360.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
怀化新闻综合,http://118.251.62.158:8888/udp/239.76.248.12:1234
常德新闻综合,http://live-cdtv.cdqmw.cn:9020/cdtvxwzh/xwzh.m3u8?auth_key=1739970528-0-0-N_FCfnLqarM0yXth01V6_A
邵阳新闻综合,https://live2.sytv.net.cn/xwzh/playlist.m3u8?sign=ac8d4f8b86ba75dfe5673bfb49d3563d&t=1739959818
邵阳文旅民生,https://live2.sytv.net.cn/ggpd/ggpd/live.m3u8?sign=32ee99f33444c0a5884b7427927b19d3&t=1739952664
郴州新闻综合,https://live.ngcz.tv/aczxw/20221028/live.m3u8?auth_key=1739960482-0-0-f4a673fe821c7ab9a49f67368f4446be
郴州公共都市,https://live.ngcz.tv/acz/czgg20221025/live.m3u8?auth_key=1739960575-0-0-ab6b2fcb61f1dca114d7cdb42ff57d6b

上海频道,#genre#
上海纪实人文,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225738/index.m3u8$4.0M_1080
北京冬奥纪实,http://39.134.65.164/PLTV/88888888/224/3221225670/1.m3u8
北京冬奥纪实,http://39.134.65.166/PLTV/88888888/224/3221225670/1.m3u8
北京科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8

海南频道,#genre#
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
海南自贸,https://live2.hnntv.cn/srs/tv/ssws.m3u8?_upt=0427d4e81727849460
海南新闻,https://live2.hnntv.cn/srs/tv/xwpd.m3u8?_upt=62bd37b31727851111
海南文旅,https://live2.hnntv.cn/srs/tv/wlpd.m3u8?_upt=95771a981727851174
三沙卫视,https://live2.hnntv.cn/srs/tv/ssws.m3u8?_upt=b040eb4e1727851324

新疆频道,#genre#
可克达拉综合,http://test5.btzx.com.cn:80/live/kkdl.stream/playlist.m3u8
石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
兵团十三师新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8?zxinjd
兵团十四师昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8?zxinjd
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8?zxinjd
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8?zxinjd
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8?zxinjd
五师综合,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
五家渠综合频道,https://liveout.btzx.com.cn/62ds9e/d9vi5g.m3u8
新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
克拉玛依影视剧场,http://klmysjtzb.rcsxzx.com/hls/klmy3.m3u8
可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8?zxinjd
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8

🎖️阅兵合集,#genre#
🎈9月3号阅兵回放,https://vip.dytt-cine.com/20250903/54616_ce842c8a/index.m3u8
🎈9月3号阅兵回放,https://vvip.high26-playback.com/20250903/20785_ad349260/index.m3u8
🎈9月3号阅兵回放,https://vd3.bdstatic.com/mda-ri283wyxe135szm5/576p/h264/1756880513304056354/mda-ri283wyxe135szm5.mp4
🎈9月3号阅兵回放,https://vd3.bdstatic.com/mda-ri2b90is4f6p4shy/cae_h264/1756888200825139529/mda-ri2b90is4f6p4shy.mp4
2019年国庆70周年阅兵,https://vodcnd11.rsfcxq.com/20250902/BM9AcAeq/index.m3u8
2015年抗战70周年阅兵,https://vodcnd11.rsfcxq.com/20250902/tLKkH9fN/index.m3u8
2009年国庆60周年阅兵,https://vodcnd11.rsfcxq.com/20250902/VPoOzOa4/index.m3u8
1999年国庆50周年阅兵,https://vodcnd11.rsfcxq.com/20250902/nmbxS9bN/index.m3u8
1984年国庆35周年阅兵,https://vodcnd11.rsfcxq.com/20250902/zc4ZGGYY/index.m3u8
阅兵装备详解,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bc3d97bc5b9e4f037001991f54f4f9_258.mp4
朝鲜视角阅兵,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be81aabc2e7a4f03700199282ce8e4_258.mp4

1949阅兵,https://vip.dytt-luck.com/20250923/24454_0af03ed6/index.m3u8
1950年阅兵新中国第一个国庆节阅兵,https://vip.dytt-luck.com/20250923/24455_b290a635/index.m3u8
1951年国庆大阅兵,https://vip.dytt-luck.com/20250923/24456_a2d336f8/index.m3u8
1952年国庆大阅兵,https://vip.dytt-luck.com/20250923/24457_f1ce00c0/index.m3u8
1953年国庆大阅兵,https://vip.dytt-luck.com/20250923/24458_a6796dbc/index.m3u8
1954年建国五周年国防部长彭德怀阅兵,https://vip.dytt-luck.com/20250923/24459_6320267b/index.m3u8
1955阅兵,https://vip.dytt-luck.com/20250923/24460_d6139184/index.m3u8
1956年国庆大阅兵,https://vip.dytt-luck.com/20250923/24461_f5733e3a/index.m3u8
1957年国庆大阅兵,https://vip.dytt-luck.com/20250923/24462_50299aa5/index.m3u8
1958年国庆9周年大阅兵,https://vip.dytt-luck.com/20250923/24463_eee75242/index.m3u8
1959庆祝建国十周年,https://vip.dytt-luck.com/20250923/24465_8d7c30cf/index.m3u8
1980年解放军演习,https://vip.dytt-luck.com/20250923/24464_ce169541/index.m3u8
1981年华北军事演习及阅兵式邓小平亲自到场观看,https://vip.dytt-luck.com/20250923/24467_6b3a8f76/index.m3u8
1984年邓小平大阅兵,https://vip.dytt-luck.com/20250923/24468_73a3d9df/index.m3u8
1999八一电影制片厂《世纪大阅兵》,https://vip.dytt-luck.com/20250923/24469_cd53dd33/index.m3u8
1999国庆阅兵,https://vip.dytt-luck.com/20250923/24470_37b47bc2/index.m3u8
2009《盛世大阅兵》,https://vip.dytt-luck.com/20250923/24471_07246f1a/index.m3u8
2009中国海上大阅兵,https://vip.dytt-luck.com/20250923/24472_cd9015a6/index.m3u8
2015中国抗日战争暨世界反法西斯战争胜利70周年阅兵,https://vip.dytt-luck.com/20250923/24466_0608bbe8/index.m3u8
2017建军90周年朱日和阅兵,https://vip.dytt-luck.com/20250923/24473_d0241607/index.m3u8
2019国庆70周年大阅兵.群众游行,https://vip.dytt-luck.com/20250923/24474_4184dfd0/index.m3u8
朝鲜劳动党成立80周年阅兵第01集,https://vip.dytt-kan.com/20251013/8033_fc5b3186/index.m3u8
朝鲜劳动党成立80周年阅兵第02集,https://vip.dytt-kan.com/20251013/8034_cc4af25f/index.m3u8
朝鲜劳动党成立80周年阅兵第03集,https://vip.dytt-kan.com/20251013/8035_a2b8a85a/index.m3u8
朝鲜劳动党成立80周年阅兵第04集,https://vip.dytt-kan.com/20251013/8036_750263db/index.m3u8


💃春晚小品,#genre#
非诚来扰,https://vd3.bdstatic.com/mda-jk4sx2ggq7u355d6/hd/mda-jk4sx2ggq7u355d6.mp4
幸福密码,https://vd3.bdstatic.com/mda-kj9ispnax8gpirkf/hd/mda-kj9ispnax8gpirkf.mp4
狭路相逢,https://vd3.bdstatic.com/mda-kanfj7h320ueqgkg/v1-cae/hd/mda-kanfj7h320ueqgkg.mp4
最佳酒友,https://vd3.bdstatic.com/mda-jheqyidz841gwxpy/hd/mda-jheqyidz841gwxpy.mp4
整容归来,https://vd3.bdstatic.com/mda-ji1xe9cmasuh0722/hd/mda-ji1xe9cmasuh0722.mp4
老王卖瓜,https://vd3.bdstatic.com/mda-jkrk9bk95f9utr9r/hd/mda-jkrk9bk95f9utr9r.mp4
策划,https://vd3.bdstatic.com/mda-ki60ag5ub193axs9/hd/mda-ki60ag5ub193axs9.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
不差钱,https://vdse.bdstatic.com//769f31778a85f33825c44a9b0c70ac37.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T10%3A24%3A57Z%2F-1%2Fhost%2F9d4a74ab09dc18c2f4d9b0b8f77c621471a15359ec3b77c186f51611f4712005
就差钱,https://vdse.bdstatic.com//812d49e751aa31530ec39debfe54a359.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-14T08%3A49%3A09Z%2F-1%2Fhost%2Fa58bdb86d23b53b6909e8e19d85dad9fed3adeba4a664a22eef9a7d32ac2486a
昨天今天明天,https://vd3.bdstatic.com/mda-ia4xz7n2s4hxbhby/logo/hd/mda-ia4xz7n2s4hxbhby.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
捐助,https://vd3.bdstatic.com/mda-jaqz8g17b9cvryks/hd/mda-jaqz8g17b9cvryks.mp4?pd=19&vt=1
捐助后传,https://vd3.bdstatic.com/mda-kbsrpz9zmbbvznjw/hd/mda-kbsrpz9zmbbvznjw.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
小崔说事,https://vdse.bdstatic.com//2f54cd59170279f94c5b354179bda8c0.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-12T04%3A47%3A48Z%2F-1%2Fhost%2Fc0d35c8c0a00af3226ac1bc3a1510c1474d8054a30290740da4a2d567924f779
小崔说事儿,https://vdse.bdstatic.com//0881642336164cb448c0d8addd2d22a6.mp4?authorization=bce-auth-v1/40f207e648424f47b2e3dfbb1014b1a5/2022-05-28T07:29:10Z/-1/host/4c290e67925bf7954af616c290b337b52a840355f1184f78619d696a5da5c0bb
中奖了,https://vd3.bdstatic.com/mda-kmkh9zy2b3gnx4bq/mda-kmkh9zy2b3gnx4bq.mp4?pd=19&vt=1
功夫,https://vd3.bdstatic.com/mda-mjn3rmcivntas8ez/hd/cae_h264_nowatermark/1635016788091110865/mda-mjn3rmcivntas8ez.mp4?pd=19&vt=1
相亲1,https://vd3.bdstatic.com/mda-ki5quadqsdi1tk9e/mda-ki5quadqsdi1tk9e.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3024484252&vid=10808391094376007907&auth_key=1655295624-0-0-6fb10727b6c3c195f08ff9bebe036cd0&bcevod_channel=searchbox_feed
相亲2,https://vd3.bdstatic.com/mda-kipkytij74rnn9k3/hd/mda-kipkytij74rnn9k3.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D 钟点工
火炬手,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c54t79jc77u7est4rcn0∶=720p&line=0
火炬手,https://vd3.bdstatic.com/mda-jar0302925j1nwep/hd/mda-jar0302925j1nwep.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
生日快乐,https://vd3.bdstatic.com/mda-mkskgzkzsgvgcntm/540p/h264_cae/1638023743815756700/mda-mkskgzkzsgvgcntm.mp4?pd=19&vt=1
狭路相逢,https://vd3.bdstatic.com/mda-kd0mku18u3rui7gz/v1-cae/hd/mda-kd0mku18u3rui7gz.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
阳仔演笑会,https://vdse.bdstatic.com//cf06ee490cf69657ab9f333e067b348e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T10%3A30%3A16Z%2F-1%2Fhost%2Fe3b07458bdfa3f2b9dd841f97ab3b32a73e1f5c3c55fec0e851f21054900b4a3
阳仔演笑会2,https://vdse.bdstatic.com//b837548733e6bd32629f9134457ad811.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-14T12%3A24%3A48Z%2F-1%2Fhost%2F21b407cd58e7d2f39864128a9160659f1f4845e2cf4c01c6e2a3f30be1dbc557
同桌的你,https://vd3.bdstatic.com/mda-kkfwqyn6sc4r5579/mda-kkfwqyn6sc4r5579.mp4?pd=19&vt=1
中奖了,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c416nhbc77ueljqcfms0∶=720p&line=0
有钱了,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c4mruerc77ua2hethfig∶=720p&line=0
小九老乐,https://vd3.bdstatic.com/mda-maqs355itqp221rx/v2-hknm/hd/mda-maqs355itqp221rx.mp4?pd=19&vt=1
办班,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f830000bqvq3vcssiod1f1acv10∶=720p&line=0
年前年后,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f250000br00c6t03hnekstiv2rg∶=720p&line=0
卖梨,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f850000bqvq43ueankk4sopbea0∶=720p&line=0
城市打工妹,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fb00000br0007k2v0nbugkvpqc0∶=720p&line=0
如此竞争,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fe60000br000frls1kbc9rjapeg∶=720p&line=0
儿子大了,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f020000bqvq3u89lgt8of4fk0tg∶=720p&line=0
同学会,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f9c0000brabn8v70gfhplsfi78g∶=720p&line=0
拜年,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0d00fg10000c83hhi3c77u01a8d7hp0∶=720p&line=0
新虎口遐想,https://vd4.bdstatic.com/mda-jarfmdf8su7sckk3/hd/mda-jarfmdf8su7sckk3.mp4?auth_key=1655295819-0-0-df94f7531d93ff90ad12888c89a672ca&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3219421685&vid=8705230262897615568&abtest=all
冯巩郭冬临狗不理包子,https://vd2.bdstatic.com/mda-jdqwqnk1xxszhw8c/mda-jdqwqnk1xxszhw8c.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2275698282&vid=17330773072848394300&auth_key=1655291275-0-0-73fe6c276ababcdb43b87a4fda6002df&bcevod_channel=searchbox_feed
牛群冯巩领导冒号,https://vdse.bdstatic.com//123b1e01f5128d0e71b4f392ec1a971c.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-12T06%3A54%3A23Z%2F-1%2Fhost%2F6274ff464fd635b6108aacc556df42224f265e9b3f4bd3a37a74cbdbf985d0b8
冯巩相声,https://vdse.bdstatic.com//65873c285f222c4cfeecf527f3e84259.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T09%3A55%3A46Z%2F-1%2Fhost%2F9119b3500a8e21fb21665d9576bbf410e5a0fa8904ccc1ce0d3aabde21c99c8a
牛群冯巩我的儿子,https://vdse.bdstatic.com//f27179e048a85dd2f00d16f6a13ac370.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T08%3A43%3A23Z%2F-1%2Fhost%2F026eb7ddc17de37a053903ceb90523b0265d8e5c7ed8eb5b20f5cc0de186f27c
牛群冯巩两个弄潮儿,https://vd3.bdstatic.com/mda-mkqdhm17rs7198m6/hd/cae_h264/1637859905115117938/mda-mkqdhm17rs7198m6.mp4?pd=19&vt=1
要条件,https://vd2.bdstatic.com/mda-kgah4byryi8gsqk8/v1-cae/mda-kgah4byryi8gsqk8.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1347013120&vid=11361264719745011699&auth_key=1655290347-0-0-5dfca4bc79fbe4b6685de35fd1e0a622&bcevod_channel=searchbox_feed
孔云龙扒马褂,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c7la4l3c77u5vs0abgs0∶=720p&line=0
相亲2,https://vd3.bdstatic.com/mda-kipkytij74rnn9k3/hd/mda-kipkytij74rnn9k3.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
开心小品,http://tc-tct.douyucdn2.cn/dyliveflv3/10153463r0oBSmAG.flv?wsAuth=327f9acf257abce343423d9ca46ef9ae&token=cpn-androidmpro-0-10153463-ee6c60cb51b36154827caa4c2303ce140c03be821c37ac32&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3 吃面
吃面,https://txmov2.a.kwimgs.com/bs3/video-hls/5188709833950189842_hlsb.m3u8
钟点工,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c8e2e53c77ua6v88gk9g∶=720p&line=0
超级大明星,https://vd3.bdstatic.com/mda-ji3f9bxs1cxwmui7/hd/mda-ji3f9bxs1cxwmui7.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
小草,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f580000bqvq5p2kgg1hr4fgtkng∶=720p&line=0
“儿子”来了,https://txmov2.a.kwimgs.com/bs3/video-hls/5235153200301993343_hlsb.m3u8
赵四小品《借媳妇》笑死不管!,http://gcw.bdcdn.shoujiduoduo.com/201805/0236-58.mp4
休息区的故事,https://txmov2.a.kwimgs.com/bs3/video-hls/5217138803929667992_hlsb.m3u8
发红包,https://txmov2.a.kwimgs.com/bs3/video-hls/5238812376224271640_hlsb.m3u8
真假老师,https://txmov2.a.kwimgs.com/bs3/video-hls/5225301576986878277_hlsb.m3u8
真情永驻,https://txmov2.a.kwimgs.com/bs3/video-hls/5193776380699164486_hlsb.m3u8
快乐老爸,https://txmov2.a.kwimgs.com/bs3/video-hls/5246693673803342239_hlsb.m3u8
小棉袄,https://txmov2.a.kwimgs.com/bs3/video-hls/5208131605392116388_hlsb.m3u8
赵四、赵本山、刘能、宋小宝小品集锦,https://txmov2.a.kwimgs.com/bs3/video-hls/5224457156030679277_hlsb.m3u8
赵本山、宋丹丹、宋小宝、宋晓峰喜剧小品合集,https://txmov2.a.kwimgs.com/bs3/video-hls/5240219756539886653_hlsb.m3u8
刘谦纸牌魔术惊艳全场,https://txmov2.a.kwimgs.com/bs3/video-hls/5241627141607604437_hlsb.m3u8
那能一样吗,https://txmov2.a.kwimgs.com/bs3/video-hls/5250634342169917066_hlsb.m3u8
导演的“心事”,https://txmov2.a.kwimgs.com/bs3/video-hls/5203346545439268917_hlsb.m3u8
寒舍不寒,https://txmov2.a.kwimgs.com/bs3/video-hls/5206161297180795573_hlsb.m3u8
开不了口,https://txmov2.a.kwimgs.com/bs3/video-hls/5252604667049179541_hlsb.m3u8
坑,https://vd3.bdstatic.com/mda-ph4fhjeba5u11w7x/720p/h264/1691233166920479250/mda-ph4fhjeba5u11w7x.mp4
对视50秒,https://txmov2.a.kwimgs.com/bs3/video-hls/5235716135733341492_hlshd15.m3u8
恋爱保险,https://txmov2.a.kwimgs.com/bs3/video-hls/5196591116322611782_hlsb.m3u8
同学会,https://vd3.bdstatic.com/mda-ph4fwpc174w60zvg/360p/h264/1691234295970938202/mda-ph4fwpc174w60zvg.mp4
同学会,https://txmov2.a.kwimgs.com/bs3/video-hls/5227553308164378988_hlshd15.m3u8
街头卫士,https://txmov2.a.kwimgs.com/bs3/video-hls/5226708889618362322_hlshd15.m3u8
开往春天的幸福,https://txmov2.a.kwimgs.com/bs3/video-hls/5241064162376216322_hlsb.m3u8
开往春天的幸福,https://vd4.bdstatic.com/mda-ph4ed0f1mg21dbra/720p/h264/1691230284848984877/mda-ph4ed0f1mg21dbra.mp4
你摊上事了,https://vd2.bdstatic.com/mda-ph7encbycui2jsz1/360p/h264/1691490426342582737/mda-ph7encbycui2jsz1.mp4
演戏给你看,https://txmov2.a.kwimgs.com/bs3/video-hls/5201376192625816947_hlsb.m3u8
父与子,https://txmov2.a.kwimgs.com/bs3/video-hls/5209257492751370032_hlsb.m3u8
还不还,https://txmov2.a.kwimgs.com/bs3/video-hls/5203065042375807425_hlsb.m3u8
喜上加喜,https://txmov2.a.kwimgs.com/bs3/video-hls/5204190940245326732_hlsb.m3u8
暖冬,https://txmov2.a.kwimgs.com/bs3/video-hls/5245849238305767635_hlsb.m3u8
演戏给你看,https://txmov2.a.kwimgs.com/bs3/video-hls/5201376192625816947_hlshd15.m3u8
演戏给你看,https://vd2.bdstatic.com/mda-ph4ef5pq5eb7q700/360p/h264/1691230544278970198/mda-ph4ef5pq5eb7q700.mp4
马路情歌,https://txmov2.a.kwimgs.com/upic/2021/10/12/05/BMjAyMTEwMTIwNTU5MjdfNjEzNzE5MDE2XzU4OTAxNDk3MDc3XzJfMw==_b_B1984a86479a59d8fe57a356f72d595ec.mp4
酒后吐真言,https://txmov2.a.kwimgs.com/bs3/video-hls/5221360867298614108_hlshd15.m3u8

🦈戏曲频道,#genre#
戏曲直播,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8386&tk=e503191f8e20
曲剧《李豁子说媒》,http://gcw.bdcdn.shoujiduoduo.com/v/190404/fe8abd72959145ed7ca5b56342849b89.mp4
曲剧《卷席筒》,http://gcw.bdcdn.shoujiduoduo.com/v/190527/315a044c2b9cf3a17e2b37ef09e21cd5.mp4
曲剧小段,http://gcw.bdcdn.shoujiduoduo.com/v/190513/4a77c50ae75a653dfbf5396f45c592e3.mp4
曲剧【借簪子】全场,http://gcw.bdcdn.shoujiduoduo.com/v/190428/002d8daebc70bfbe6e809d28b55084af.mp4
曲剧《荆钗记》,http://gcw.bdcdn.shoujiduoduo.com/v/190706/f24473d42d884882617f29ab1157b8ab.mp4
曲剧《李豁子》选段,http://gcw.bdcdn.shoujiduoduo.com/v/201105/3e869cb57c096666978b871997e1781e.mp4
曲剧全集《惊蛰》-上集,http://gcw.bdcdn.shoujiduoduo.com/v/201105/8fb403bfce72a9ae63ec389b5c756092.mp4
曲剧《李豁子说媒》,http://gcw.bdcdn.shoujiduoduo.com/v/190325/3635fa4901fb8f63a26cf623a9c3c549.mp4
曲剧《龙情》,http://gcw.bdcdn.shoujiduoduo.com/v/190213/83b5aee6b0ae5ea6e0951c9169838997.mp4
曲剧《哑女告状》完整版,http://gcw.bdcdn.shoujiduoduo.com/v/200608/7fcc1b27a03acfbf1b7b8379370387fa.mp4
曲剧《卷席筒》选段,http://gcw.bdcdn.shoujiduoduo.com/v/200618/f72a7218b1eded2f2b7bf043176f92a7.mp4
曲剧《铡赵王》,http://gcw.bdcdn.shoujiduoduo.com/v/190924/93b9d37f2c7420477a1b082c77a06220.mp4
曲剧《秦香莲挂帅》,http://gcw.bdcdn.shoujiduoduo.com/v/191122/98131f0938de177cb3ffbe7aa49f6632.mp4
曲剧《刘全进瓜》,http://gcw.bdcdn.shoujiduoduo.com/v/190920/bd1f1d3a930f50f5ffbed6792da7865a.mp4
曲剧《楚山宝》,http://gcw.bdcdn.shoujiduoduo.com/v/191122/1ade9113a8bcc9385cc6e9df9871a27e.mp4
曲剧《风雪配》选段,http://gcw.bdcdn.shoujiduoduo.com/v/190404/59e91848a56166a30a275089daf59b9a.mp4
曲剧《风雪配》选段,http://gcw.bdcdn.shoujiduoduo.com/v/190315/5d17a97a41c3debe8551adc2928b1ed8.mp4
教闺女,http://gcw.bdcdn.shoujiduoduo.com/v/210127/870fd252bad1a37fbbc7f19196b2e9cf.mp4
曲剧《李豁子说媒》,http://gcw.bdcdn.shoujiduoduo.com/v/190218/94ace5d3a1f02e68621b32b0b3477b9f.mp4
